player_id,rank,division,tier
BSUm5mYNrsav_vubCaENzrM6OmRhZs4AR4zWr9szXnHs9SwP-wnWcz-W6rtoHZjKHrYKSugbJZrnXQ,IRON I,I,IRON
mK4rYuaB-_38oPhOXt1h4d9YBnHzpYHn_Kd2RcIpM3Enn-WDz5z2BrhnZapptyj5cKb6S7PM4jFvIw,IRON I,I,IRON
ioD7idmtqHuyXoT7rF5RQM3jfgEXHCELmyP-hC86IoOVuP6XANrC7ZKW5EB7fYlpuueQWkE-DoLOxw,IRON I,I,IRON
fkOhx2Qm13_raMTgfTK_GZa9sdPbQu3RzP_nLxXwiqkr0d46YpMk3PotZg1iC1aSeTWIXDiL77JSrA,IRON I,I,IRON
tXAYfRbV6e1vOWohFNxGA1MN-dvAQQeSip9ZJ4RPYUmCBbunFOlm3D0VUMm8p27ayxOejfnyJXDERQ,IRON I,I,IRON
5xFHBVSswRX2cv_twtNXyDYtVgO5BEYrBxCUv1aHGVgEDrEJWOVWf1rszK8Ly9IhfF08y-a2YQiTHA,IRON I,I,IRON
NuXX-iBy8kko-AutLy4K-2d4EU834II56G81BwRMltLGTCzkQ70zfAlKZi7BO0igkvrUSjthJb719A,IRON I,I,IRON
xXC7MpbNRyCR5qJN0mnk1x10YXhCDa21c_6KmDNeLuGgyql1H_pTDxNLiubtMeXjciZiBMIFGOs-hg,IRON I,I,IRON
NcVPwZn9V352aG3nDEweyeqAZg5Riwxw1Ieg39-S6i2cYiY0T7uF9f8B1FK7dNFo5AssHK9vGg41DA,IRON I,I,IRON
zFzzyW0uw56tgpJYoUzFJuv8hCnCwXsODcWGnH9mm_EHKCGY1Q-S_NDgcve_zlSkfPbfJvPVcK8vFw,IRON I,I,IRON
CjbfiQK6IlKG695ULUt2dtOSHEoB7a8Tc6beUkQEPJIpD846ia6hyyIMydzqk_LVOxFsj8W-QbekYw,IRON I,I,IRON
b-P0Uo11ezupSTAVeI9gh_09usH126y0Nm9NgzYW_b96CKu1B5eMwcIjfyUZhBsV6IhFQtPrLJOfTA,IRON I,I,IRON
ioD7idmtqHuyXoT7rF5RQM3jfgEXHCELmyP-hC86IoOVuP6XANrC7ZKW5EB7fYlpuueQWkE-DoLOxw,IRON I,I,IRON
sox0okTw_fWDhxfsNkJ4VWY1GDdXNQa-33hip1ol5FSZuQHvobtAHaLXsbj1g_CJKxNWixSj2fh21g,IRON I,I,IRON
JBUEy3Y-AqlAx5g8i87HRZkrM9rsWCHdm49UTWbGD5t-3eNxZYOaA3654D22Vam6slKpHuw_pjmblg,IRON I,I,IRON
HgEn1xfgWwVZ1JAgty9WOb_6Bmmr_B1SgQpyXPkHy1CBXsLA1KZrBH3qTz9FMWox_UlOuHMmsUUkBA,IRON I,I,IRON
U3LE5DGZ2DYbc8RXcwIC8rxZGkILk4F7nzsn5LmpMsMPKKG7y6gSVcEE_OXTuXCQ4ajcQvEdogc8tg,IRON I,I,IRON
7ptUApwk5yCQWThv4QHFxzlzWN7vYqIPVPnkznG76vNPy1bSO02esh7nM_4YAmxRXhXkTx8MNXKzPQ,IRON I,I,IRON
1NfTFBkQj4kjbzIBB42cPkOYU_SfTm7l3dlLPPy-FC0cl6nbvY0SKmY0CcTS2COa98l6q-ds5VZV-w,IRON I,I,IRON
